Purchasing Document,System Status,Short-term charac.,Inspection Lot,Material Document,Material,Batch,Short text for inspection object,Order,Vendor Batch,Storage Location,Insp. start date,End of Inspection,Material,Purch. Organization,Insp. Lot Quantity,Vendor Name,SLED/BBD,Short text,Plant
,INSP RREC SPRQ,7,40003260400,6026332857,1418373,0012752331,BCH LE-482.00/D-482.50/D-482.60 P2,108114883,,2004,27/03/2023,11/04/2023,,,"8,755.000",,26/09/2023,,5040
,UD   ICCO STUP,0,30004776791,,1418373,0012752331,BCH LE-482.00/D-482.50/D-482.60 P2,108114883,,,26/03/2023,27/03/2023,,,"8,800.040",,26/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003250864,6026261446,1418373,0012709426,BCH LE-482.00/D-482.50/D-482.60 P2,108083247,,2504,01/03/2023,14/03/2023,,,"8,790.000",,31/08/2023,,5040
,UD   ICCO STUP,0,30004763476,,1418373,0012709426,BCH LE-482.00/D-482.50/D-482.60 P2,108083247,,,28/02/2023,01/03/2023,,,"8,800.000",,31/08/2023,,5040
,UD   ICCO SPCO STUP,0,40003239632,6026182167,1418373,0012663924,BCH LE-482.00/D-482.50/D-482.60 P2,108051971,,2003,01/02/2023,14/02/2023,,,"8,764.000",,03/08/2023,,5040
,UD   ICCO STUP,0,30004748441,,1418373,0012663924,BCH LE-482.00/D-482.50/D-482.60 P2,108051971,,,31/01/2023,01/02/2023,,,"8,800.040",,03/08/2023,,5040
,UD   ICCO SPCO STUP,0,40003207556,6025923052,1418373,0012384787,BCH LE-482.00/D-482.50/D-482.60 P2,107949929,,2504,26/10/2022,08/11/2022,,,"8,767.000",,27/04/2023,,5040
,UD   ICCO STUP,0,30004702778,,1418373,0012384787,BCH LE-482.00/D-482.50/D-482.60 P2,107949929,,,25/10/2022,26/10/2022,,,"8,800.000",,27/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003202855,6025883622,1418373,0012333205,BCH LE-482.00/D-482.50/D-482.60 P2,107934691,,2003,13/10/2022,26/10/2022,,,"8,765.000",,14/04/2023,,5040
,UD   ICCO STUP,0,30004694808,,1418373,0012333205,BCH LE-482.00/D-482.50/D-482.60 P2,107934691,,,12/10/2022,13/10/2022,,,"8,800.040",,14/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003200357,6025861684,1418373,0012307838,BCH LE-482.00/D-482.50/D-482.60 P2,107926379,,2503,05/10/2022,18/10/2022,,,"8,735.000",,06/04/2023,,5040
,UD   ICCO STUP,0,30004689910,,1418373,0012307838,BCH LE-482.00/D-482.50/D-482.60 P2,107926379,,,04/10/2022,05/10/2022,,,"8,800.000",,06/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003186173,6025746851,1418373,0012156562,BCH LE-482.00/D-482.50/D-482.60 P2,107885345,,2004,28/08/2022,12/09/2022,,,"8,749.000",,27/02/2023,,5040
,UD   ICCO STUP,0,30004666454,,1418373,0012156562,BCH LE-482.00/D-482.50/D-482.60 P2,107885345,,,27/08/2022,28/08/2022,,,"8,800.040",,27/02/2023,,5040
,UD   ICCO STUP,0,30004658803,,1418373,0012063215,BCH LE-482.00/D-482.50/D-482.60 P2,107866864,,,13/08/2022,14/08/2022,,,"8,800.040",,12/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003179983,6025703150,1418373,0012063215,BCH LE-482.00/D-482.50/D-482.60 P2,107866864,,2003,13/08/2022,26/08/2022,,,"8,762.000",,12/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003167488,6025611160,1418373,0011846809,BCH LE-482.00/D-482.50/D-482.60 P2,107820045,,2504,17/07/2022,02/08/2022,,,"8,746.000",,16/01/2023,,5040
,UD   ICCO STUP,0,30004635836,,1418373,0011846809,BCH LE-482.00/D-482.50/D-482.60 P2,107820045,,,14/07/2022,15/07/2022,,,"8,800.000",,16/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003161552,6025575491,1418373,0011787752,BCH LE-482.00/D-482.50/D-482.60 P2,107808977,,2003,06/07/2022,19/07/2022,,,"8,770.000",,05/01/2023,,5040
,UD   ICCO STUP,0,30004630696,,1418373,0011787752,BCH LE-482.00/D-482.50/D-482.60 P2,107808977,,,05/07/2022,06/07/2022,,,"8,800.040",,05/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003150322,6025494689,1418373,0011646554,BCH LE-482.00/D-482.50/D-482.60 P2,107776808,,2004,12/06/2022,27/06/2022,,,"8,754.000",,12/12/2022,,5040
,UD   ICCO STUP,0,30004612635,,1418373,0011646554,BCH LE-482.00/D-482.50/D-482.60 P2,107776808,,,10/06/2022,11/06/2022,,,"8,800.040",,12/12/2022,,5040
,UD   ICCO SPCO STUP,0,40003133286,6025369030,1418373,0011381014,BCH LE-482.00/D-482.50/D-482.60 P2,107720380,,2003,04/05/2022,17/05/2022,,,"8,770.000",,03/11/2022,,5040
,UD   ICCO STUP,0,30004586502,,1418373,0011381014,BCH LE-482.00/D-482.50/D-482.60 P2,107720380,,,03/05/2022,04/05/2022,,,"8,800.040",,03/11/2022,,5040
,UD   ICCO SPCO STUP,0,40003113711,6025215736,1418373,0011018081,BCH LE-482.00/D-482.50/D-482.60 P2,107643285,,2004,22/03/2022,04/04/2022,,,"8,758.000",,11/09/2022,,5040
,UD   ICCO STUP,0,30004548026,,1418373,0011018081,BCH LE-482.00/D-482.50/D-482.60 P2,107643285,,,10/03/2022,10/03/2022,,,"8,800.040",,11/09/2022,,5040
,UD   ICCO SPCO STUP,0,40003097506,6025094585,1418373,0010905156,BCH LE-482.00/D-482.50/D-482.60 P2,107610054,,2504,15/02/2022,28/02/2022,,,"8,763.000",,17/08/2022,,5040
,UD   ICCO STUP,0,30004531508,,1418373,0010905156,BCH LE-482.00/D-482.50/D-482.60 P2,107610054,,,14/02/2022,14/02/2022,,,"8,800.000",,17/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003079394,6024943574,1418373,0010653867,BCH LE-482.00/D-482.50/D-482.60 P2,107548292,,2003,05/01/2022,18/01/2022,,,"8,761.000",,07/07/2022,,5040
,UD   ICCO STUP,0,30004504107,,1418373,0010653867,BCH LE-482.00/D-482.50/D-482.60 P2,107548292,,,04/01/2022,05/01/2022,,,"8,800.040",,07/07/2022,,5040
,UD   ICCO SPCO STUP,0,40003069843,6024822901,1418373,0010531016,BCH LE-482.00/D-482.50/D-482.60 P2,107524980,,2502,07/12/2021,20/12/2021,,,"3,727.000",,08/06/2022,,5040
,UD   ICCO STUP,0,30004489585,,1418373,0010531016,BCH LE-482.00/D-482.50/D-482.60 P2,107524980,,,06/12/2021,07/12/2021,,,"3,800.000",,08/06/2022,,5040
,UD   ICCO SPCO STUP,0,40003060884,6024731515,1418373,0010421983,BCH LE-482.00/D-482.50/D-482.60 P2,107502474,,2004,16/11/2021,29/11/2021,,,"8,754.000",,18/05/2022,,5040
,UD   ICCO STUP,0,30004476014,,1418373,0010421983,BCH LE-482.00/D-482.50/D-482.60 P2,107502474,,,15/11/2021,16/11/2021,,,"8,800.040",,18/05/2022,,5040
,UD   ICCO SPCO STUP,0,40003037403,6024493006,1418373,0010060995,BCH LE-482.00/D-482.50/D-482.60 P2,107429071,,2001,21/09/2021,04/10/2021,,,"3,775.000",,23/03/2022,,5040
,UD   ICCO STUP,0,30004438751,,1418373,0010060995,BCH LE-482.00/D-482.50/D-482.60 P2,107429071,,,20/09/2021,21/09/2021,,,"3,800.000",,23/03/2022,,5040
,UD   ICCO STUP,0,30004429902,,1418373,0009994299,BCH LE-482.00/D-482.50/D-482.60 P2,107412975,,,06/09/2021,07/09/2021,,,"3,800.000",,07/03/2022,,5040
,UD   ICCO SPCO STUP,0,40003029836,6024429170,1418373,0009994299,BCH LE-482.00/D-482.50/D-482.60 P2,107412975,,2001,05/09/2021,20/09/2021,,,"3,760.000",,07/03/2022,,5040
,UD   ICCO SPCO STUP,0,40003015652,6024313031,1418373,0009826145,BCH LE-482.00/D-482.50/D-482.60 P2,107373795,,2003,08/08/2021,23/08/2021,,,"8,767.000",,07/02/2022,,5040
,UD   ICCO STUP,0,30004409462,,1418373,0009826145,BCH LE-482.00/D-482.50/D-482.60 P2,107373795,,,07/08/2021,08/08/2021,,,"8,800.040",,07/02/2022,,5040
,UD   ICCO SPCO STUP,0,40003007706,6024246631,1418373,0009691755,BCH LE-482.00/D-482.50/D-482.60 P2,107342118,,2002,22/07/2021,04/08/2021,,,"3,754.000",,21/01/2022,,5040
,UD   ICCO STUP,0,30004395067,,1418373,0009691755,BCH LE-482.00/D-482.50/D-482.60 P2,107342118,,,21/07/2021,22/07/2021,,,"3,800.000",,21/01/2022,,5040
,UD   ICCO STUP,0,30004389470,,1418373,0009649166,BCH LE-482.00/D-482.50/D-482.60 P2,107330670,,,14/07/2021,15/07/2021,,,"8,800.040",,11/01/2022,,5040
,UD   ICCO SPCO STUP,0,40003001303,6024197179,1418373,0009649166,BCH LE-482.00/D-482.50/D-482.60 P2,107330670,,2003,12/07/2021,19/07/2021,,,"8,769.000",,11/01/2022,,5040
,REL  CALC,10,30004374382,,1418373,0009521908,BCH LE-482.00/D-482.50/D-482.60 P2,107297592,,,23/06/2021,24/06/2021,,,"8,800.040",,,,5040
,UD   ICCO SPCO STUP,0,40002968556,6023941484,1418373,0009246639,BCH LE-482.00/D-482.50/D-482.60 P2,107240135,,2004,11/05/2021,24/05/2021,,,"8,736.000",,10/11/2021,,5040
,UD   ICCO STUP,0,30004341674,,1418373,0009246639,BCH LE-482.00/D-482.50/D-482.60 P2,107240135,,,10/05/2021,11/05/2021,,,"8,800.040",,10/11/2021,,5040
,UD   ICCO SPCO STUP,0,40002950192,6023782194,1418373,0009037573,BCH LE-482.00/D-482.50/D-482.60 P2,107184625,,2003,03/04/2021,16/04/2021,,,"8,758.000",,03/10/2021,,5040
,UD   ICCO STUP,0,30004313717,,1418373,0009037573,BCH LE-482.00/D-482.50/D-482.60 P2,107184625,,,31/03/2021,01/04/2021,,,"8,800.040",,03/10/2021,,5040
,UD   ICCO STUP,0,30004289285,,1418373,0008940038,BCH LE-482.00/D-482.50/D-482.60 P2,107139269,,,01/03/2021,02/03/2021,,,"3,800.000",,30/08/2021,,5040
,UD   ICCO SPCO STUP,0,40002932651,6023635699,1418373,0008940038,BCH LE-482.00/D-482.50/D-482.60 P2,107139269,,2001,28/02/2021,15/03/2021,,,"3,758.000",,30/08/2021,,5040
,UD   ICCO SPCO STUP,0,40002925248,6023585059,1418373,0008893310,BCH LE-482.00/D-482.50/D-482.60 P2,107116940,,2501,15/02/2021,01/03/2021,,,"3,770.000",,17/08/2021,,5040
,UD   ICCO STUP,0,30004277334,,1418373,0008893310,BCH LE-482.00/D-482.50/D-482.60 P2,107116940,,,14/02/2021,15/02/2021,,,"3,800.000",,17/08/2021,,5040
,UD   ICCO SPCO STUP,0,40002911164,6023473951,1418373,0008809937,BCH LE-482.00/D-482.50/D-482.60 P2,107077344,,2004,16/01/2021,29/01/2021,,,"8,731.000",,18/07/2021,,5040
,UD   ICCO STUP,0,30004256254,,1418373,0008809937,BCH LE-482.00/D-482.50/D-482.60 P2,107077344,,,14/01/2021,15/01/2021,,,"8,800.040",,18/07/2021,,5040
,UD   ICCO SPCO STUP,0,40002865901,6023065335,1418373,0008566684,BCH LE-482.00/D-482.50/D-482.60 P2,106941828,,2004,05/10/2020,19/10/2020,,,"8,720.000",,06/04/2021,,5040
,UD   ICCO STUP,0,30004190149,,1418373,0008566684,BCH LE-482.00/D-482.50/D-482.60 P2,106941828,,,04/10/2020,05/10/2020,,,"8,800.040",,06/04/2021,,5040
,UD   ICCO SPCO STUP,0,40002858429,6022996814,1418373,0008526222,BCH LE-482.00/D-482.50/D-482.60 P2,106913417,,2004,17/09/2020,30/09/2020,,,"8,752.000",,19/03/2021,,5040
,UD   ICCO STUP,0,30004177489,,1418373,0008526222,BCH LE-482.00/D-482.50/D-482.60 P2,106913417,,,16/09/2020,17/09/2020,,,"8,800.040",,19/03/2021,,5040
,UD   ICCO STUP,0,30004150283,,1418373,0008464398,BCH LE-482.00/D-482.50/D-482.60 P2,106866177,,,09/08/2020,10/08/2020,,,"8,800.040",,08/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002839386,6022833297,1418373,0008464398,BCH LE-482.00/D-482.50/D-482.60 P2,106866177,,2004,09/08/2020,24/08/2020,,,"8,760.000",,08/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002829415,6022745059,1418373,0008392965,BCH LE-482.00/D-482.50/D-482.60 P2,106824349,,2003,18/07/2020,31/07/2020,,,"8,757.000",,17/01/2021,,5040
,UD   ICCO STUP,0,30004134790,,1418373,0008392965,BCH LE-482.00/D-482.50/D-482.60 P2,106824349,,,15/07/2020,16/07/2020,,,"8,800.040",,17/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002813480,6022600373,1418373,0008322129,BCH LE-482.00/D-482.50/D-482.60 P2,106786333,,2003,14/06/2020,29/06/2020,,,"8,774.000",,14/12/2020,,5040
,UD   ICCO STUP,0,30004112684,,1418373,0008322129,BCH LE-482.00/D-482.50/D-482.60 P2,106786333,,,13/06/2020,14/06/2020,,,"8,800.040",,14/12/2020,,5040
,UD   ICCO SPCO STUP,0,40002811706,6022583929,1418373,0008299775,BCH LE-482.00/D-482.50/D-482.60 P2,106777998,,2002,10/06/2020,23/06/2020,,,"3,750.000",,10/12/2020,,5040
,UD   ICCO STUP,0,30004106850,,1418373,0008299775,BCH LE-482.00/D-482.50/D-482.60 P2,106777998,,,09/06/2020,09/06/2020,,,"3,800.000",,10/12/2020,,5040
,UD   ICCO STUP,0,30004086655,,1418373,0008180313,BCH LE-482.00/D-482.50/D-482.60 P2,106734205,,,30/04/2020,30/04/2020,,,"3,800.000",,30/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002797921,6022432875,1418373,0008180313,BCH LE-482.00/D-482.50/D-482.60 P2,106734205,,2001,30/04/2020,13/05/2020,,,"3,776.000",,30/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002778700,6022238263,1418373,0008090030,BCH LE-482.00/D-482.50/D-482.60 P2,106672735,,2004,16/03/2020,30/03/2020,,,"8,759.000",,15/09/2020,,5040
,UD   ICCO STUP,0,30004057843,,1418373,0008090030,BCH LE-482.00/D-482.50/D-482.60 P2,106672735,,,15/03/2020,16/03/2020,,,"8,800.040",,15/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002757967,6022061434,1418373,0007990335,BCH LE-482.00/D-482.50/D-482.60 P2,106609079,,2004,05/02/2020,18/02/2020,,,"8,733.000",,06/08/2020,,5040
,UD   ICCO STUP,0,30004027383,,1418373,0007990335,BCH LE-482.00/D-482.50/D-482.60 P2,106609079,,,04/02/2020,05/02/2020,,,"8,800.040",,06/08/2020,,5040
,UD   ICCO SPCO STUP,0,40002742307,6021945301,1418373,0007922772,BCH LE-482.00/D-482.50/D-482.60 P2,106556644,,2603,09/01/2020,22/01/2020,,,"1,173.000",,10/07/2020,,5040
,UD   ICCO STUP,0,30004001204,,1418373,0007922772,BCH LE-482.00/D-482.50/D-482.60 P2,106556644,,,07/01/2020,08/01/2020,,,"1,200.000",,10/07/2020,,5040
,UD   ICCO STUP,0,30003981912,,1418373,0007881359,BCH LE-482.00/D-482.50/D-482.60 P2,106525842,,,02/12/2019,03/12/2019,,,"3,800.000",,30/05/2020,,5040
,UD   ICCO SPCO STUP,0,40002728266,6021762011,1418373,0007881359,BCH LE-482.00/D-482.50/D-482.60 P2,106525842,,2001,29/11/2019,12/12/2019,,,"3,768.000",,30/05/2020,,5040
,UD   ICCO STUP,0,30003967910,,1418373,0007839152,BCH LE-482.00/D-482.50/D-482.60 P2,106494649,,,12/11/2019,13/11/2019,,,"3,800.000",,13/05/2020,,5040
,UD   ICCO SPCO STUP,0,40002718201,6021683896,1418373,0007839152,BCH LE-482.00/D-482.50/D-482.60 P2,106494649,,2502,12/11/2019,25/11/2019,,,"3,760.000",,13/05/2020,,5040
,UD   ICCO STUP,0,30003945131,,1418373,0007786133,BCH LE-482.00/D-482.50/D-482.60 P2,106453612,,,14/10/2019,15/10/2019,,,"3,800.000",,13/04/2020,,5040
,UD   ICCO SPCO STUP,0,40002704023,6021557816,1418373,0007786133,BCH LE-482.00/D-482.50/D-482.60 P2,106453612,,2002,13/10/2019,29/10/2019,,,"3,728.000",,13/04/2020,,5040
,UD   ICCO SPCO STUP,0,40002696109,6021481678,1418373,0007749405,BCH LE-482.00/D-482.50/D-482.60 P2,106426211,,2001,25/09/2019,08/10/2019,,,"3,740.000",,26/03/2020,,5040
,UD   ICCO STUP,0,30003932899,,1418373,0007749405,BCH LE-482.00/D-482.50/D-482.60 P2,106426211,,,24/09/2019,25/09/2019,,,"3,800.000",,26/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002687495,6021406817,1418373,0007721804,BCH LE-482.00/D-482.50/D-482.60 P2,106405490,,2501,08/09/2019,23/09/2019,,,"3,770.000",,09/03/2020,,5040
,UD   ICCO STUP,0,30003919427,,1418373,0007721804,BCH LE-482.00/D-482.50/D-482.60 P2,106405490,,,07/09/2019,08/09/2019,,,"3,800.000",,09/03/2020,,5040
,UD   ICCO STUP,0,30003903179,,1418373,0007680889,BCH LE-482.00/D-482.50/D-482.60 P2,106372851,,,19/08/2019,20/08/2019,,,"3,800.000",,17/02/2020,,5040
,UD   ICCO SPCO STUP,0,40002677063,6021317331,1418373,0007680889,BCH LE-482.00/D-482.50/D-482.60 P2,106372851,,2001,18/08/2019,02/09/2019,,,"3,743.000",,17/02/2020,,5040
,UD   ICCO SPCO STUP,0,40002665769,6021231374,1418373,0007640298,BCH LE-482.00/D-482.50/D-482.60 P2,106342886,,2001,30/07/2019,12/08/2019,,,"3,784.000",,29/01/2020,,5040
,UD   ICCO STUP,0,30003886976,,1418373,0007640298,BCH LE-482.00/D-482.50/D-482.60 P2,106342886,,,29/07/2019,30/07/2019,,,"3,800.000",,29/01/2020,,5040
,UD   ICCO STUP,0,30003855845,,1418373,0007567730,BCH LE-482.00/D-482.50/D-482.60 P2,106284904,,,24/06/2019,25/06/2019,,,"3,800.000",,22/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002647210,6021072723,1418373,0007567730,BCH LE-482.00/D-482.50/D-482.60 P2,106284904,,2002,22/06/2019,05/07/2019,,,"3,746.000",,22/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002636009,6020978374,1418373,0007529262,BCH LE-482.00/D-482.50/D-482.60 P2,106254027,,2001,01/06/2019,14/06/2019,,,"3,732.000",,01/12/2019,,5040
,UD   ICCO STUP,0,30003839332,,1418373,0007529262,BCH LE-482.00/D-482.50/D-482.60 P2,106254027,,,31/05/2019,04/06/2019,,,"3,800.000",,01/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002624047,6020884949,1418373,0007483011,BCH LE-482.00/D-482.50/D-482.60 P2,106219968,,2501,12/05/2019,27/05/2019,,,"3,764.000",,11/11/2019,,5040
,UD   ICCO STUP,0,30003820825,,1418373,0007483011,BCH LE-482.00/D-482.50/D-482.60 P2,106219968,,,11/05/2019,12/05/2019,,,"3,800.000",,11/11/2019,,5040
,UD   ICCO STUP,0,30003813741,,1418373,0007458677,BCH LE-482.00/D-482.50/D-482.60 P2,106200005,,,01/05/2019,01/05/2019,,,"3,800.000",,31/10/2019,,5040
,UD   ICCO SPCO STUP,0,40002619584,6020840012,1418373,0007458677,BCH LE-482.00/D-482.50/D-482.60 P2,106200005,,2002,01/05/2019,14/05/2019,,,"3,711.000",,31/10/2019,,5040
,UD   ICCO SPCO STUP,0,40002603877,6020704139,1418373,0007392008,BCH LE-482.00/D-482.50/D-482.60 P2,106151839,,2002,31/03/2019,15/04/2019,,,"3,581.000",,30/09/2019,,5040
,UD   ICCO STUP,0,30003788577,,1418373,0007392008,BCH LE-482.00/D-482.50/D-482.60 P2,106151839,,,28/03/2019,29/03/2019,,,"3,800.000",,30/09/2019,,5040
,UD   ICCO STUP,0,30003769039,,1418373,0007344821,BCH LE-482.00/D-482.50/D-482.60 P2,106115418,,,05/03/2019,06/03/2019,,,"3,800.000",,04/09/2019,,5040
,UD   ICCO SPCO STUP,0,40002591787,6020591474,1418373,0007344821,BCH LE-482.00/D-482.50/D-482.60 P2,106115418,,2001,05/03/2019,19/03/2019,,,"3,729.000",,04/09/2019,,5040
,UD   ICCO SPCO STUP,0,40002579772,6020493093,1418373,0007291255,BCH LE-482.00/D-482.50/D-482.60 P2,106075945,,2501,11/02/2019,25/02/2019,,,"3,762.000",,13/08/2019,,5040
,UD   ICCO STUP,0,30003750090,,1418373,0007291255,BCH LE-482.00/D-482.50/D-482.60 P2,106075945,,,09/02/2019,10/02/2019,,,"3,800.000",,13/08/2019,,5040
,UD   ICCO SPCO STUP,0,40002570730,6020422328,1418373,0007257068,BCH LE-482.00/D-482.50/D-482.60 P2,106049316,,2001,23/01/2019,05/02/2019,,,"3,711.000",,25/07/2019,,5040
,UD   ICCO STUP,0,30003736018,,1418373,0007257068,BCH LE-482.00/D-482.50/D-482.60 P2,106049316,,,22/01/2019,23/01/2019,,,"3,800.000",,25/07/2019,,5040
,UD   ICCO STUP,0,30003712742,,1418373,0007204997,BCH LE-482.00/D-482.50/D-482.60 P2,106008150,,,19/12/2018,19/12/2018,,,821.652,,17/06/2019,,5040
,UD   ICCO SPCO STUP,0,40002555484,6020276913,1418373,0007204997,BCH LE-482.00/D-482.50/D-482.60 P2,106008150,,8519,16/12/2018,02/01/2019,,,819.400,,17/06/2019,,5040
,UD   ICCO SPCO STUP,0,40002543039,6020156162,1418373,0007149533,BCH LE-482.00/D-482.50/D-482.60 P2,105966971,,2501,20/11/2018,20/11/2018,,,"3,810.000",,22/05/2019,,5040
,UD   ICCO STUP,0,30003693019,,1418373,0007149533,BCH LE-482.00/D-482.50/D-482.60 P2,105966971,,,19/11/2018,20/11/2018,,,"3,800.000",,22/05/2019,,5040
,INSP RREC,7,30003658473,,1418373,0007077469,BCH LE-482.00/D-482.50/D-482.60 P2,105911077,,,14/11/2018,14/11/2018,,,"8,800.000",,,,5040
,UD   ICCO SPCO STUP,0,40002529878,6020024773,1418373,0007083787,BCH LE-482.00/D-482.50/D-482.60 P2,105916627,,2501,19/10/2018,19/10/2018,,,"3,780.000",,20/04/2019,,5040
,UD   ICCO STUP,0,30003665674,,1418373,0007083787,BCH LE-482.00/D-482.50/D-482.60 P2,105916627,,,17/10/2018,18/10/2018,,,"3,800.000",,20/04/2019,,5040
,UD   ICCO SPCO STUP,0,40002508453,6019839377,1418373,0007011069,BCH LE-482.00/D-482.50/D-482.60 P2,105859412,,2501,06/09/2018,06/09/2018,,,"3,771.000",,08/03/2019,,5040
,UD   ICCO STUP,0,30003635005,,1418373,0007011069,BCH LE-482.00/D-482.50/D-482.60 P2,105859412,,,05/09/2018,06/09/2018,,,"3,800.000",,08/03/2019,,5040
,UD   ICCO SPCO STUP,0,40002467407,6019479696,1418373,0006844981,BCH LE-482.00/D-482.50/D-482.60 P2,105726441,,2502,18/06/2018,18/06/2018,,,"3,763.000",,18/12/2018,,5040
,UD   ICCO STUP,0,30003569230,,1418373,0006844981,BCH LE-482.00/D-482.50/D-482.60 P2,105726441,,,14/06/2018,18/06/2018,,,"3,800.000",,18/12/2018,,5040
,UD   ICCO SPCO STUP,0,40002425835,6019140519,1418373,0006687275,BCH LE-482.00/D-482.50/D-482.60 P2,105608899,,2501,03/04/2018,03/04/2018,,,"3,784.000",,03/10/2018,,5040
,UD   ICCO STUP,0,30003506191,,1418373,0006687275,BCH LE-482.00/D-482.50/D-482.60 P2,105608899,,,29/03/2018,03/04/2018,,,"3,800.000",,03/10/2018,,5040
,UD   ICCO SPCO STUP,0,40002369953,6018679125,1418373,0006495087,BCH LE-482.00/D-482.50/D-482.60 P2,105460838,,2501,13/12/2017,13/12/2017,,,"3,764.000",,14/06/2018,,5040
,UD   ICCO STUP,0,30003429017,,1418373,0006495087,BCH LE-482.00/D-482.50/D-482.60 P2,105460838,,,12/12/2017,12/12/2017,,,"3,800.000",,14/06/2018,,5040
,UD   ICCO SPCO STUP,0,40003249855,6026259368,1875468,0012709438,BCH OR/B/6-1072.30 P2,108084758,,2502,28/02/2023,28/02/2023,,,"3,429.000",,30/08/2023,,5040
,UD   ICCO STUP,0,30004762120,,1875468,0012709438,BCH OR/B/6-1072.30 P2,108084758,,,27/02/2023,28/02/2023,,,"3,500.000",,30/08/2023,,5040
,UD   ICCO SPCO PRSI STUP,0,40003237712,6026164373,1875468,0012660821,BCH OR/B/6-1072.30 P2,108049009,,2501,25/01/2023,25/01/2023,,,"3,420.000",,27/07/2023,,5040
,UD   ICCO STUP,0,30004744993,,1875468,0012660821,BCH OR/B/6-1072.30 P2,108049009,,,24/01/2023,24/01/2023,,,"3,500.000",,27/07/2023,,5040
,UD   ICCO SPCO STUP,0,40003194638,6025814741,1875468,0012265969,BCH OR/B/6-1072.30 P2,107907571,,2502,20/09/2022,20/09/2022,,,"3,468.000",,22/03/2023,,5040
,UD   ICCO STUP,0,30004680817,,1875468,0012265969,BCH OR/B/6-1072.30 P2,107907571,,,18/09/2022,19/09/2022,,,"3,500.000",,22/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003168662,6025621450,1875468,0011913021,BCH OR/B/6-1072.30 P2,107831025,,2502,20/07/2022,20/07/2022,,,"1,647.000",,19/01/2023,,5040
,UD   ICCO STUP,0,30004641163,,1875468,0011913021,BCH OR/B/6-1072.30 P2,107831025,,,19/07/2022,20/07/2022,,,"1,700.000",,19/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003126564,6025316211,1875468,0011293263,BCH OR/B/6-1072.30 P2,107700722,,2502,19/04/2022,19/04/2022,,,"3,427.000",,19/10/2022,,5040
,UD   ICCO STUP,0,30004574702,,1875468,0011293263,BCH OR/B/6-1072.30 P2,107700722,,,16/04/2022,17/04/2022,,,"3,500.000",,19/10/2022,,5040
,UD   ICCO STUP,0,30004572858,,1875468,0011257633,BCH OR/B/6-1072.30 P2,107692173,,,12/04/2022,13/04/2022,,,"4,000.000",,12/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003123148,6025293679,1875468,0011257633,BCH OR/B/6-1072.30 P2,107692173,,2503,12/04/2022,12/04/2022,,,"3,943.000",,12/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003058701,6024711314,1875468,0010391693,BCH OR/B/6-1072.30 P2,107496617,,2504,11/11/2021,11/11/2021,,,"3,430.000",,13/05/2022,,5040
,UD   ICCO STUP,0,30004472169,,1875468,0010391693,BCH OR/B/6-1072.30 P2,107496617,,,10/11/2021,11/11/2021,,,"3,500.000",,13/05/2022,,5040
,UD   ICCO SPCO STUP,0,40003001037,6024196704,1875468,0009644636,BCH OR/B/6-1072.30 P2,107328809,,2501,12/07/2021,17/07/2021,,,"3,407.000",,10/01/2022,,5040
,UD   ICCO STUP,0,30004390014,,1875468,0009644636,BCH OR/B/6-1072.30 P2,107328809,,,11/07/2021,12/07/2021,,,"3,500.000",,10/01/2022,,5040
,UD   ICCO SPCO STUP,0,40002969258,6023948011,1875468,0009275946,BCH OR/B/6-1072.30 P2,107247004,,2502,13/05/2021,13/05/2021,,,"1,882.000",,12/11/2021,,5040
,UD   ICCO STUP,0,30004344760,,1875468,0009275946,BCH OR/B/6-1072.30 P2,107247004,,,12/05/2021,13/05/2021,,,"2,000.000",,12/11/2021,,5040
,UD   ICCO SPCO STUP,0,40002943673,6023725683,1875468,0009001883,BCH OR/B/6-1072.30 P2,107167788,,2501,22/03/2021,22/03/2021,,,"3,409.000",,21/09/2021,,5040
,UD   ICCO STUP,0,30004304098,,1875468,0009001883,BCH OR/B/6-1072.30 P2,107167788,,,21/03/2021,22/03/2021,,,"3,500.000",,21/09/2021,,5040
