Purchasing Document,System Status,Short-term charac.,Inspection Lot,Material Document,Material,Batch,Short text for inspection object,Order,Vendor Batch,Storage Location,Insp. start date,End of Inspection,Material,Purch. Organization,Insp. Lot Quantity,Vendor Name,SLED/BBD,Short text,Plant
,UD   ICCO STUP,0,30003792505,,1036590,0007388628,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,106149813,,,02/04/2019,03/04/2019,,,850.000,,04/10/2019,,5040
,UD   ICCO SPCO STUP,0,40002591967,6020591759,1036590,0007347709,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,106117795,,8528,06/03/2019,11/03/2019,,,888.300,,05/09/2019,,5040
,UD   ICCO STUP,0,30003768157,,1036590,0007347709,BCH OR/Q-698.00/.01/.20/.30/.73/.90 P2,106117795,,,04/03/2019,05/03/2019,,,900.000,,05/09/2019,,5040
,REL  CALC,10,30004626905,,1002373,0011782194,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107806133,,,30/06/2023,30/06/2023,,,"2,800.000",,,,5040
,REL  CALC,10,30004626968,,1002373,0011781358,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107806794,,,01/06/2023,01/06/2023,,,"2,800.000",,,,5040
,UD   ICCO SPCO STUP,0,40003254935,6026297775,1002373,0012731420,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,108098941,,2502,14/03/2023,27/03/2023,,,"2,726.000",,13/09/2023,,5040
,UD   ICCO STUP,0,30004769361,,1002373,0012731420,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,108098941,,,13/03/2023,14/03/2023,,,"2,800.000",,13/09/2023,,5040
,UD   ICCO STUP,0,30004736097,,1002373,0012619085,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,108021588,,,10/01/2023,10/01/2023,,,"5,500.000",,12/07/2023,,5040
,UD   ICCO SPCO STUP,0,40003230937,6026121623,1002373,0012619085,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,108021588,,2004,10/01/2023,23/01/2023,,,"5,427.000",,12/07/2023,,5040
,UD   ICCO SPCO PRSI STUP,0,40003210009,6025940649,1002373,0012415545,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107959479,,2503,02/11/2022,14/11/2022,,,"5,493.000",,04/05/2023,,5040
,UD   ICCO STUP,0,30004703789,,1002373,0012415545,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107959479,,,01/11/2022,02/11/2022,,,"5,500.000",,04/05/2023,,5040
,UD   ICCO STUP,0,30004672788,,1002373,0012209074,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107893696,,,07/09/2022,07/09/2022,,,"5,500.000",,09/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003189324,6025774028,1002373,0012209074,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107893696,,2003,07/09/2022,19/09/2022,,,"5,412.000",,09/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003172716,6025646514,1002373,0011948936,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107837369,,2504,28/07/2022,08/08/2022,,,"5,484.000",,27/01/2023,,5040
,UD   ICCO STUP,0,30004646587,,1002373,0011948936,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107837369,,,27/07/2022,28/07/2022,,,"5,500.000",,27/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003160326,6025565009,1002373,0011787750,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107808975,,2001,02/07/2022,13/07/2022,,,"2,743.000",,01/01/2023,,5040
,UD   ICCO STUP,0,30004628241,,1002373,0011787750,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107808975,,,30/06/2022,01/07/2022,,,"2,800.000",,01/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003142593,6025436708,1002373,0011524941,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107750570,,2004,25/05/2022,07/06/2022,,,"5,425.000",,24/11/2022,,5040
,UD   ICCO STUP,0,30004595860,,1002373,0011524941,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107750570,,,24/05/2022,25/05/2022,,,"5,500.000",,24/11/2022,,5040
,UD   ICCO SPCO STUP,0,40003119403,6025261177,1002373,0011220351,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107683402,,2004,03/04/2022,14/04/2022,,,"5,383.000",,03/10/2022,,5040
,UD   ICCO STUP,0,30004565601,,1002373,0011220351,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107683402,,,02/04/2022,03/04/2022,,,"5,500.000",,03/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003091665,6025041688,1002373,0010823979,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107591591,,2504,31/01/2022,11/02/2022,,,"5,436.000",,02/08/2022,,5040
,UD   ICCO STUP,0,30004521591,,1002373,0010823979,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107591591,,,30/01/2022,31/01/2022,,,"5,500.000",,02/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003046956,6024600888,1002373,0010256004,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107466018,,2003,15/10/2021,26/10/2021,,,"5,374.000",,16/04/2022,,5040
,UD   ICCO STUP,0,30004456001,,1002373,0010256004,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107466018,,,14/10/2021,15/10/2021,,,"5,500.000",,16/04/2022,,5040
,UD   ICCO SPCO STUP,0,40003017224,6024329417,1002373,0009826142,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107373792,,2004,12/08/2021,23/08/2021,,,"5,431.000",,11/02/2022,,5040
,UD   ICCO STUP,0,30004409464,,1002373,0009826142,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107373792,,,10/08/2021,11/08/2021,,,"5,500.000",,11/02/2022,,5040
,UD   ICCO STUP,0,30004388657,,1002373,0009644623,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107328797,,,11/07/2021,11/07/2021,,,"5,500.000",,10/01/2022,,5040
,UD   ICCO SPCO STUP,0,40003001029,6024195349,1002373,0009644623,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107328797,,2503,11/07/2021,22/07/2021,,,"5,424.000",,10/01/2022,,5040
,UD   ICCO STUP,0,30004331779,,1002373,0009165378,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107218827,,,27/04/2021,27/04/2021,,,"5,500.000",,27/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002962585,6023882247,1002373,0009165378,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107218827,,2504,27/04/2021,10/05/2021,,,"5,435.000",,27/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002932872,6023635304,1002373,0008940033,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107139264,,2003,27/02/2021,10/03/2021,,,"5,384.000",,29/08/2021,,5040
,UD   ICCO STUP,0,30004288119,,1002373,0008940033,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107139264,,,26/02/2021,27/02/2021,,,"5,500.000",,29/08/2021,,5040
,UD   ICCO STUP,0,30004233597,,1002373,0008705767,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107024314,,,06/12/2020,07/12/2020,,,"5,500.000",,07/06/2021,,5040
,UD   ICCO SPCO STUP,0,40002894417,6023316060,1002373,0008705767,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,107024314,,2503,06/12/2020,17/12/2020,,,"5,433.000",,07/06/2021,,5040
,UD   ICCO STUP,0,30004173894,,1002373,0008526191,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106913404,,,13/09/2020,13/09/2020,,,"5,500.000",,14/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002855199,6022973891,1002373,0008526191,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106913404,,2004,12/09/2020,23/09/2020,,,"5,330.000",,14/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002836133,6022803567,1002373,0008450276,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106852144,,2501,03/08/2020,14/08/2020,,,"2,750.000",,02/02/2021,,5040
,UD   ICCO STUP,0,30004146189,,1002373,0008450276,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106852144,,,02/08/2020,03/08/2020,,,"2,800.000",,02/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002822717,6022685965,1002373,0008370399,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106811730,,2501,05/07/2020,16/07/2020,,,"2,708.000",,04/01/2021,,5040
,UD   ICCO STUP,0,30004127133,,1002373,0008370399,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106811730,,,04/07/2020,05/07/2020,,,"2,800.000",,04/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002811621,6022584894,1002373,0008294798,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106776146,,2501,10/06/2020,22/06/2020,,,"2,707.000",,10/12/2020,,5040
,UD   ICCO STUP,0,30004107566,,1002373,0008294798,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106776146,,,09/06/2020,10/06/2020,,,"2,800.000",,10/12/2020,,5040
,UD   ICCO SPCO STUP,0,40002778674,6022234346,1002373,0008096780,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106677525,,2501,16/03/2020,27/03/2020,,,"2,735.000",,15/09/2020,,5040
,UD   ICCO STUP,0,30004057949,,1002373,0008096780,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106677525,,,15/03/2020,15/03/2020,,,"2,800.000",,15/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002752154,6022017694,1002373,0007973719,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106596692,,2503,27/01/2020,07/02/2020,,,"5,421.000",,28/07/2020,,5040
,UD   ICCO STUP,0,30004018306,,1002373,0007973719,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106596692,,,26/01/2020,26/01/2020,,,"5,500.000",,28/07/2020,,5040
,UD   ICCO SPCO STUP,0,40002722986,6021720852,1002373,0007852931,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106504142,,2504,20/11/2019,02/12/2019,,,"5,448.000",,21/05/2020,,5040
,UD   ICCO STUP,0,30003973835,,1002373,0007852931,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106504142,,,19/11/2019,19/11/2019,,,"5,500.000",,21/05/2020,,5040
,UD   ICCO SPCO STUP,0,40002712836,6021637322,1002373,0007809588,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106471688,,2502,31/10/2019,11/11/2019,,,"2,725.000",,01/05/2020,,5040
,UD   ICCO STUP,0,30003959550,,1002373,0007809588,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106471688,,,30/10/2019,31/10/2019,,,"2,800.000",,01/05/2020,,5040
,UD   ICCO SPCO STUP,0,40002683657,6021380674,1002373,0007708623,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106394999,,2503,02/09/2019,13/09/2019,,,"5,451.000",,03/03/2020,,5040
,UD   ICCO STUP,0,30003915623,,1002373,0007708623,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106394999,,,01/09/2019,02/09/2019,,,"5,500.000",,03/03/2020,,5040
,UD   ICCO SPCO PRSI STUP,0,40002668977,6021256197,1002373,0007662197,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106358117,,2501,05/08/2019,16/08/2019,,,"2,732.000",,04/02/2020,,5040
,UD   ICCO STUP,0,30003892547,,1002373,0007662197,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106358117,,,04/08/2019,04/08/2019,,,"2,800.000",,04/02/2020,,5040
,UD   ICCO SPCO STUP,0,40002622185,6020865276,1002373,0007477153,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106215493,,2004,08/05/2019,20/05/2019,,,"5,376.000",,07/11/2019,,5040
,UD   ICCO STUP,0,30003817515,,1002373,0007477153,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106215493,,,07/05/2019,08/05/2019,,,"5,500.000",,07/11/2019,,5040
,UD   ICCO SPCO STUP,0,40002601567,6020679923,1002373,0007386326,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106147771,,2004,26/03/2019,08/04/2019,,,"5,277.000",,25/09/2019,,5040
,UD   ICCO STUP,0,30003782254,,1002373,0007386326,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106147771,,,23/03/2019,24/03/2019,,,"5,500.000",,25/09/2019,,5040
,UD   ICCO SPCO STUP,0,40002574995,6020450555,1002373,0007274410,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106063183,,2503,29/01/2019,11/02/2019,,,"5,432.000",,31/07/2019,,5040
,UD   ICCO STUP,0,30003740575,,1002373,0007274410,BCH OR/Q-684.00/V-684.10.20.22.40.50 P2,106063183,,,28/01/2019,29/01/2019,,,"5,500.000",,31/07/2019,,5040
,UD   ICCO SPCO STUP,0,40003258041,6026316471,2102311,0012739333,BCH OR/B-1744.20 P2,108104725,,2503,21/03/2023,03/04/2023,,,"8,406.000",,20/03/2024,,5040
,UD   ICCO STUP,0,30004772316,,2102311,0012739333,BCH OR/B-1744.20 P2,108104725,,,20/03/2023,21/03/2023,,,"8,500.000",,20/03/2024,,5040
,UD   ICCO SPCO STUP,0,40003245912,6026225997,2102311,0012687547,BCH OR/B-1744.20 P2,108068567,,2504,16/02/2023,27/02/2023,,,"8,426.000",,16/02/2024,,5040
,UD   ICCO STUP,0,30004755812,,2102311,0012687547,BCH OR/B-1744.20 P2,108068567,,,15/02/2023,15/02/2023,,,"8,500.000",,16/02/2024,,5040
,UD   ICCO SPCO STUP,0,40003238418,6026173800,2102311,0012663939,BCH OR/B-1744.20 P2,108051985,,2503,29/01/2023,09/02/2023,,,"8,350.000",,29/01/2024,,5040
,UD   ICCO STUP,0,30004748126,,2102311,0012663939,BCH OR/B-1744.20 P2,108051985,,,28/01/2023,29/01/2023,,,"8,500.000",,29/01/2024,,5040
,UD   ICCO SPCO STUP,0,40003232225,6026128333,2102311,0012619101,BCH OR/B-1744.20 P2,108021603,,2503,12/01/2023,23/01/2023,,,"8,444.000",,12/01/2024,,5040
,UD   ICCO STUP,0,30004738387,,2102311,0012619101,BCH OR/B-1744.20 P2,108021603,,,11/01/2023,12/01/2023,,,"8,500.000",,12/01/2024,,5040
,UD   ICCO SPCO STUP,0,40003219236,6026006826,2102311,0012519553,BCH OR/B-1744.20 P2,107988558,,2504,28/11/2022,09/12/2022,,,"8,408.000",,30/05/2023,,5040
,UD   ICCO STUP,0,30004718462,,2102311,0012519553,BCH OR/B-1744.20 P2,107988558,,,27/11/2022,27/11/2022,,,"8,500.000",,30/05/2023,,5040
,UD   ICCO SPCO STUP,0,40003202632,6025880537,2102311,0012332632,BCH OR/B-1744.20 P2,107934321,,2501,12/10/2022,24/10/2022,,,"3,387.000",,13/04/2023,,5040
,UD   ICCO STUP,0,30004695565,,2102311,0012332632,BCH OR/B-1744.20 P2,107934321,,,11/10/2022,12/10/2022,,,"3,400.000",,13/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003194194,6025813280,2102311,0012267795,BCH OR/B-1744.20 P2,107908776,,2503,20/09/2022,03/10/2022,,,"8,433.000",,22/03/2023,,5040
,UD   ICCO STUP,0,30004681678,,2102311,0012267795,BCH OR/B-1744.20 P2,107908776,,,17/09/2022,17/09/2022,,,"8,500.000",,22/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003184177,6025733501,2102311,0012063048,BCH OR/B-1744.20 P2,107866550,,2501,24/08/2022,05/09/2022,,,"3,449.000",,23/02/2023,,5040
,UD   ICCO STUP,0,30004662718,,2102311,0012063048,BCH OR/B-1744.20 P2,107866550,,,22/08/2022,23/08/2022,,,"3,400.000",,23/02/2023,,5040
,UD   ICCO STUP,0,30004635831,,2102311,0011846821,BCH OR/B-1744.20 P2,107820053,,,14/07/2022,14/07/2022,,,"8,500.000",,09/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003164008,6025586460,2102311,0011846821,BCH OR/B-1744.20 P2,107820053,,2503,10/07/2022,21/07/2022,,,"8,331.000",,09/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003151581,6025501019,2102311,0011665811,BCH OR/B-1744.20 P2,107781854,,2502,14/06/2022,27/06/2022,,,"3,312.000",,14/12/2022,,5040
,UD   ICCO STUP,0,30004614673,,2102311,0011665811,BCH OR/B-1744.20 P2,107781854,,,13/06/2022,14/06/2022,,,"3,400.000",,14/12/2022,,5040
,UD   ICCO SPCO STUP,0,40003149872,6025487856,2102311,0011639220,BCH OR/B-1744.20 P2,107775177,,2503,09/06/2022,20/06/2022,,,"8,415.000",,09/12/2022,,5040
,UD   ICCO STUP,0,30004610044,,2102311,0011639220,BCH OR/B-1744.20 P2,107775177,,,08/06/2022,08/06/2022,,,"8,500.000",,09/12/2022,,5040
,UD   ICCO STUP,0,30004540597,,2102311,0010975672,BCH OR/B-1744.20 P2,107633871,,,26/02/2022,27/02/2022,,,"8,500.000",,28/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003103648,6025139150,2102311,0010975672,BCH OR/B-1744.20 P2,107633871,,2503,26/02/2022,09/03/2022,,,"8,390.000",,28/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003088489,6025016008,2102311,0010811771,BCH OR/B-1744.20 P2,107582589,,2504,24/01/2022,04/02/2022,,,"8,446.000",,26/07/2022,,5040
,UD   ICCO STUP,0,30004517327,,2102311,0010811771,BCH OR/B-1744.20 P2,107582589,,,23/01/2022,24/01/2022,,,"8,500.000",,26/07/2022,,5040
,UD   ICCO SPCO STUP,0,40003080521,6024957564,2102311,0010731691,BCH OR/B-1744.20 P2,107563468,,2504,09/01/2022,20/01/2022,,,"3,907.000",,11/07/2022,,5040
,UD   ICCO STUP,0,30004507756,,2102311,0010731691,BCH OR/B-1744.20 P2,107563468,,,08/01/2022,09/01/2022,,,"4,000.000",,11/07/2022,,5040
,UD   ICCO SPCO STUP,0,40003063276,6024756829,2102311,0010460697,BCH OR/B-1744.20 P2,107509732,,2503,22/11/2021,03/12/2021,,,"3,872.000",,24/05/2022,,5040
,UD   ICCO STUP,0,30004479501,,2102311,0010460697,BCH OR/B-1744.20 P2,107509732,,,21/11/2021,22/11/2021,,,"4,000.000",,24/05/2022,,5040
,UD   ICCO STUP,0,30004457296,,2102311,0010255989,BCH OR/B-1744.20 P2,107465792,,,21/10/2021,21/10/2021,,,"3,400.000",,22/04/2022,,5040
,UD   ICCO SPCO STUP,0,40003049736,6024623776,2102311,0010255989,BCH OR/B-1744.20 P2,107465792,,2502,21/10/2021,01/11/2021,,,"3,340.000",,22/04/2022,,5040
,UD   ICCO SPCO STUP,0,40003032665,6024448253,2102311,0010023266,BCH OR/B-1744.20 P2,107419888,,2501,10/09/2021,21/09/2021,,,"3,356.000",,12/03/2022,,5040
,UD   ICCO STUP,0,30004431248,,2102311,0010023266,BCH OR/B-1744.20 P2,107419888,,,09/09/2021,09/09/2021,,,"3,400.000",,12/03/2022,,5040
,UD   ICCO STUP,0,30004421453,,2102311,0009955240,BCH OR/B-1744.20 P2,107404699,,,28/08/2021,28/08/2021,,,"3,400.000",,27/02/2022,,5040
,UD   ICCO SPCO STUP,0,40003026210,6024399653,2102311,0009955240,BCH OR/B-1744.20 P2,107404699,,2501,28/08/2021,08/09/2021,,,"3,313.000",,27/02/2022,,5040
,UD   ICCO STUP,0,30004419137,,2102311,0009909248,BCH OR/B-1744.20 P2,107392416,,,22/08/2021,22/08/2021,,,"3,400.000",,21/02/2022,,5040
,UD   ICCO SPCO STUP,0,40003023168,6024370213,2102311,0009909248,BCH OR/B-1744.20 P2,107392416,,2501,22/08/2021,02/09/2021,,,"3,387.000",,21/02/2022,,5040
,UD   ICCO SPCO STUP,0,40003004993,6024225069,2102311,0009686045,BCH OR/B-1744.20 P2,107340241,,2501,18/07/2021,29/07/2021,,,"3,306.000",,17/01/2022,,5040
,UD   ICCO STUP,0,30004393967,,2102311,0009686045,BCH OR/B-1744.20 P2,107340241,,,17/07/2021,18/07/2021,,,"3,400.000",,17/01/2022,,5040
,UD   ICCO SPCO STUP,0,40003000019,6024185064,2102311,0009606406,BCH OR/B-1744.20 P2,107320107,,2502,08/07/2021,19/07/2021,,,"3,362.000",,07/01/2022,,5040
,UD   ICCO STUP,0,30004385041,,2102311,0009606406,BCH OR/B-1744.20 P2,107320107,,,07/07/2021,08/07/2021,,,"3,400.000",,07/01/2022,,5040
,UD   ICCO STUP,0,30004359664,,2102311,0009398979,BCH OR/B-1744.20 P2,107272443,,,02/06/2021,02/06/2021,,,"8,500.000",,02/12/2021,,5040
,UD   ICCO SPCO STUP,0,40002981767,6024033046,2102311,0009398979,BCH OR/B-1744.20 P2,107272443,,2504,02/06/2021,14/06/2021,,,"8,392.000",,02/12/2021,,5040
,UD   ICCO SPCO STUP,0,40002967361,6023929709,2102311,0009247851,BCH OR/B-1744.20 P2,107239601,,2501,09/05/2021,21/05/2021,,,"3,359.000",,08/11/2021,,5040
,UD   ICCO STUP,0,30004340502,,2102311,0009247851,BCH OR/B-1744.20 P2,107239601,,,08/05/2021,09/05/2021,,,"3,400.000",,08/11/2021,,5040
,LTIN STIC SPCO STUP,0,40002952723,6023807934,2102311,0009091117,BCH OR/B-1744.20 P2,107203162,,2503,09/04/2021,20/04/2021,,,"8,408.000",,09/10/2021,,5040
,UD   ICCO STUP,0,30004319973,,2102311,0009091117,BCH OR/B-1744.20 P2,107203162,,,08/04/2021,09/04/2021,,,"8,500.000",,09/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002935742,6023668877,2102311,0008970136,BCH OR/B-1744.20 P2,107150947,,2503,08/03/2021,19/03/2021,,,"3,885.000",,07/09/2021,,5040
,UD   ICCO STUP,0,30004293755,,2102311,0008970136,BCH OR/B-1744.20 P2,107150947,,,06/03/2021,07/03/2021,,,"4,000.000",,07/09/2021,,5040
,LTIN STIC SPCO STUP,0,40002907077,6023447099,2102311,0008786184,BCH OR/B-1744.20 P2,107065013,,2503,10/01/2021,21/01/2021,,,"3,879.000",,12/07/2021,,5040
,UD   ICCO STUP,0,30004249899,,2102311,0008786184,BCH OR/B-1744.20 P2,107065013,,,09/01/2021,10/01/2021,,,"4,000.000",,12/07/2021,,5040
,UD   ICCO SPCO STUP,0,40002895917,6023329859,2102311,0008705762,BCH OR/B-1744.20 P2,107024309,,2501,12/12/2020,17/12/2020,,,"3,345.000",,10/06/2021,,5040
,UD   ICCO STUP,0,30004233594,,2102311,0008705762,BCH OR/B-1744.20 P2,107024309,,,09/12/2020,10/12/2020,,,"3,400.000",,10/06/2021,,5040
,UD   ICCO STUP,0,30004204112,,2102311,0008610330,BCH OR/B-1744.20 P2,106969249,,,25/10/2020,25/10/2020,,,"3,400.000",,26/04/2021,,5040
,LTIN STIC SPCO STUP,0,40002875559,6023151639,2102311,0008610330,BCH OR/B-1744.20 P2,106969249,,2501,25/10/2020,05/11/2020,,,"3,298.000",,26/04/2021,,5040
,LTIN STIC SPCO STUP,0,40002861656,6023032922,2102311,0008551552,BCH OR/B-1744.20 P2,106930140,,2501,27/09/2020,08/10/2020,,,"3,335.000",,29/03/2021,,5040
,UD   ICCO STUP,0,30004185064,,2102311,0008551552,BCH OR/B-1744.20 P2,106930140,,,26/09/2020,27/09/2020,,,"3,400.000",,29/03/2021,,5040
,UD   ICCO STUP,0,30004160817,,2102311,0008485511,BCH OR/B-1744.20 P2,106883885,,,23/08/2020,23/08/2020,,,"3,400.000",,22/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002845929,6022892789,2102311,0008485511,BCH OR/B-1744.20 P2,106883885,,2501,23/08/2020,03/09/2020,,,"3,371.000",,22/02/2021,,5040
,LTIN STIC SPCO STUP,0,40002822019,6022680913,2102311,0008353463,BCH OR/B-1744.20 P2,106803044,,2501,02/07/2020,13/07/2020,,,"3,283.000",,01/01/2021,,5040
,UD   ICCO STUP,0,30004119055,,2102311,0008353463,BCH OR/B-1744.20 P2,106803044,,,01/07/2020,01/07/2020,,,"3,400.000",,01/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002808183,6022544655,2102311,0008260489,BCH OR/B-1744.20 P2,106767231,,2501,31/05/2020,11/06/2020,,,"3,293.000",,30/11/2020,,5040
,UD   ICCO STUP,0,30004102745,,2102311,0008260489,BCH OR/B-1744.20 P2,106767231,,,30/05/2020,30/05/2020,,,"3,400.000",,30/11/2020,,5040
,UD   ICCO SPCO STUP,0,40002789630,6022350162,2102311,0008140713,BCH OR/B-1744.20 P2,106706982,,2504,08/04/2020,20/04/2020,,,"8,439.000",,08/10/2020,,5040
,UD   ICCO STUP,0,30004073386,,2102311,0008140713,BCH OR/B-1744.20 P2,106706982,,,07/04/2020,08/04/2020,,,"8,500.000",,08/10/2020,,5040
,LTIN STIC SPCO STUP,0,40002783456,6022297155,2102311,0008106322,BCH OR/B-1744.20 P2,106685598,,2501,27/03/2020,07/04/2020,,,"3,354.000",,26/09/2020,,5040
,UD   ICCO STUP,0,30004065635,,2102311,0008106322,BCH OR/B-1744.20 P2,106685598,,,26/03/2020,26/03/2020,,,"3,400.000",,26/09/2020,,5040
,LTIN STIC SPCO STUP,0,40002770669,6022167349,2102311,0008058463,BCH OR/B-1744.20 P2,106653584,,2502,29/02/2020,11/03/2020,,,"3,320.000",,30/08/2020,,5040
,UD   ICCO STUP,0,30004044738,,2102311,0008058463,BCH OR/B-1744.20 P2,106653584,,,27/02/2020,27/02/2020,,,"3,400.000",,30/08/2020,,5040
,LTIN STIC SPCO STUP,0,40002756917,6022058825,2102311,0007999280,BCH OR/B-1744.20 P2,106613101,,2504,04/02/2020,17/02/2020,,,"3,881.000",,05/08/2020,,5040
,UD   ICCO STUP,0,30004025899,,2102311,0007999280,BCH OR/B-1744.20 P2,106613101,,,03/02/2020,04/02/2020,,,"4,000.000",,05/08/2020,,5040
,INSP RREC SPRQ,3,40003257950,6026319883,1399322,0012739312,BCH PF-50.01/PF/B-50.40/41 P2A,108104709,,2501,22/03/2023,03/04/2023,,,"2,287.000",,21/03/2024,,5040
,UD   ICCO STUP,0,30004774981,,1399322,0012739312,BCH PF-50.01/PF/B-50.40/41 P2A,108104709,,,21/03/2023,22/03/2023,,,"2,400.000",,21/03/2024,,5040
,REL  CALC,10,30004617277,,1399322,0011673667,BCH PF-50.01/PF/B-50.40 P2A,107784495,,,15/06/2022,16/06/2022,,,"8,000.000",,,,5040
,UD   ICCO SPCO STUP,0,40003141909,6025432487,1399322,0011524844,BCH PF-50.01/PF/B-50.40 P2A,107750511,,2504,24/05/2022,07/06/2022,,,"8,193.000",,22/11/2022,,5040
,UD   ICCO STUP,0,30004598254,,1399322,0011524844,BCH PF-50.01/PF/B-50.40 P2A,107750511,,,23/05/2022,24/05/2022,,,"8,250.000",,22/11/2022,,5040
,UD   ICCO SPCO STUP,0,40003109069,6025173824,1399322,0011018112,BCH PF-50.01/PF/B-50.40 P2A,107643493,,2504,09/03/2022,21/03/2022,,,"4,088.000",,07/09/2022,,5040
,UD   ICCO STUP,0,30004546581,,1399322,0011018112,BCH PF-50.01/PF/B-50.40 P2A,107643493,,,08/03/2022,09/03/2022,,,"4,200.000",,07/09/2022,,5040
,UD   ICCO SPCO STUP,0,40003090315,6025031600,1399322,0010823556,BCH PF-50.01/PF/B-50.40 P2A,107591055,,2504,27/01/2022,07/02/2022,,,"4,152.000",,28/07/2022,,5040
,UD   ICCO STUP,0,30004520112,,1399322,0010823556,BCH PF-50.01/PF/B-50.40 P2A,107591055,,,26/01/2022,27/01/2022,,,"4,200.000",,28/07/2022,,5040
